country_region_code,country_region,sub_region_1,sub_region_2,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
BR,Brazil,State of Paraná,,2020-04-27,-43,-17,-46,-43,-19,14
BR,Brazil,State of Paraná,,2020-04-28,-42,-14,-37,-41,-21,10
BR,Brazil,State of Paraná,,2020-04-29,-42,-11,-28,-41,-20,14
BR,Brazil,State of Paraná,,2020-04-30,-32,12,-22,-36,-19,10
BR,Brazil,State of Paraná,,2020-05-01,-70,-39,-40,-65,-67,24
BR,Brazil,State of Paraná,,2020-05-02,-46,1,-40,-42,-20,12
BR,Brazil,State of Paraná,,2020-05-03,-59,-21,-52,-48,-15,10
BR,Brazil,State of Paraná,,2020-05-04,-38,-7,-42,-41,-17,12
BR,Brazil,State of Paraná,,2020-05-05,-38,-6,-38,-40,-19,12
BR,Brazil,State of Paraná,,2020-05-06,-39,-3,-41,-42,-19,14
BR,Brazil,State of Paraná,,2020-05-07,-29,10,-25,-34,-18,12
BR,Brazil,State of Pernambuco,,2020-02-15,5,5,3,7,5,0
BR,Brazil,State of Pernambuco,,2020-02-16,4,4,-12,3,-1,2
BR,Brazil,State of Pernambuco,,2020-02-17,-2,3,-4,7,19,0
BR,Brazil,State of Pernambuco,,2020-02-18,1,3,0,4,17,0
BR,Brazil,State of Pernambuco,,2020-02-19,3,2,6,8,18,-1
BR,Brazil,State of Pernambuco,,2020-02-20,-1,4,6,3,13,-1
BR,Brazil,State of Pernambuco,,2020-02-21,3,18,32,9,5,0
BR,Brazil,State of Pernambuco,,2020-02-22,-11,0,48,10,-17,1
BR,Brazil,State of Pernambuco,,2020-02-23,-5,9,47,4,-8,2
BR,Brazil,State of Pernambuco,,2020-02-24,-26,-16,118,-25,-56,9
BR,Brazil,State of Pernambuco,,2020-02-25,-30,-35,104,-29,-63,7
BR,Brazil,State of Pernambuco,,2020-02-26,-21,-16,19,-20,-38,5
BR,Brazil,State of Pernambuco,,2020-02-27,-9,0,-8,-2,8,1
BR,Brazil,State of Pernambuco,,2020-02-28,-7,1,-16,0,11,2
BR,Brazil,State of Pernambuco,,2020-02-29,-4,5,-21,-1,2,4
BR,Brazil,State of Pernambuco,,2020-03-01,-7,4,-34,-4,-3,5
BR,Brazil,State of Pernambuco,,2020-03-02,-5,5,-12,7,20,0
BR,Brazil,State of Pernambuco,,2020-03-03,-3,4,-11,6,17,0
BR,Brazil,State of Pernambuco,,2020-03-04,-2,3,-8,9,18,0
BR,Brazil,State of Pernambuco,,2020-03-05,6,11,0,12,18,-3
BR,Brazil,State of Pernambuco,,2020-03-06,-18,-7,-10,-20,-39,10
BR,Brazil,State of Pernambuco,,2020-03-07,1,8,-16,0,0,3
BR,Brazil,State of Pernambuco,,2020-03-08,4,4,-22,-1,0,3
BR,Brazil,State of Pernambuco,,2020-03-09,0,8,-4,10,20,-1
BR,Brazil,State of Pernambuco,,2020-03-10,1,7,-7,9,19,-1
BR,Brazil,State of Pernambuco,,2020-03-11,-2,1,-6,10,18,-1
BR,Brazil,State of Pernambuco,,2020-03-12,-8,-1,-8,3,15,-1
BR,Brazil,State of Pernambuco,,2020-03-13,-5,1,-15,5,18,-1
BR,Brazil,State of Pernambuco,,2020-03-14,-4,7,-22,-1,4,2
BR,Brazil,State of Pernambuco,,2020-03-15,-17,3,-42,-14,-4,5
BR,Brazil,State of Pernambuco,,2020-03-16,-16,6,-24,-7,11,2
BR,Brazil,State of Pernambuco,,2020-03-17,-20,5,-28,-14,3,3
BR,Brazil,State of Pernambuco,,2020-03-18,-29,-2,-30,-21,-10,7
BR,Brazil,State of Pernambuco,,2020-03-19,-35,-4,-34,-28,-17,8
BR,Brazil,State of Pernambuco,,2020-03-20,-38,1,-44,-30,-19,9
BR,Brazil,State of Pernambuco,,2020-03-21,-61,-13,-60,-43,-27,12
BR,Brazil,State of Pernambuco,,2020-03-22,-75,-33,-73,-56,-36,15
BR,Brazil,State of Pernambuco,,2020-03-23,-72,-31,-60,-55,-46,18
BR,Brazil,State of Pernambuco,,2020-03-24,-73,-37,-60,-59,-52,18
BR,Brazil,State of Pernambuco,,2020-03-25,-72,-36,-59,-59,-52,19
BR,Brazil,State of Pernambuco,,2020-03-26,-71,-34,-56,-59,-51,18
BR,Brazil,State of Pernambuco,,2020-03-27,-70,-31,-60,-58,-49,21
BR,Brazil,State of Pernambuco,,2020-03-28,-70,-29,-64,-55,-41,18
BR,Brazil,State of Pernambuco,,2020-03-29,-74,-35,-72,-59,-35,17
BR,Brazil,State of Pernambuco,,2020-03-30,-67,-28,-58,-58,-46,20
BR,Brazil,State of Pernambuco,,2020-03-31,-64,-23,-56,-55,-47,18
BR,Brazil,State of Pernambuco,,2020-04-01,-63,-23,-54,-55,-46,18
BR,Brazil,State of Pernambuco,,2020-04-02,-64,-23,-54,-56,-47,18
BR,Brazil,State of Pernambuco,,2020-04-03,-64,-17,-55,-53,-44,19
BR,Brazil,State of Pernambuco,,2020-04-04,-66,-16,-62,-51,-37,16
BR,Brazil,State of Pernambuco,,2020-04-05,-71,-26,-69,-57,-31,16
BR,Brazil,State of Pernambuco,,2020-04-06,-62,-16,-53,-52,-42,19
BR,Brazil,State of Pernambuco,,2020-04-07,-59,-12,-52,-50,-43,17
BR,Brazil,State of Pernambuco,,2020-04-08,-59,-8,-49,-49,-43,17
BR,Brazil,State of Pernambuco,,2020-04-09,-58,3,-45,-48,-45,16
BR,Brazil,State of Pernambuco,,2020-04-10,-78,-43,-62,-65,-68,23
BR,Brazil,State of Pernambuco,,2020-04-11,-65,-18,-62,-53,-40,17
BR,Brazil,State of Pernambuco,,2020-04-12,-70,-25,-69,-57,-30,15
BR,Brazil,State of Pernambuco,,2020-04-13,-63,-23,-54,-53,-42,19
BR,Brazil,State of Pernambuco,,2020-04-14,-62,-26,-55,-54,-44,18
BR,Brazil,State of Pernambuco,,2020-04-15,-62,-25,-54,-54,-44,18
BR,Brazil,State of Pernambuco,,2020-04-16,-65,-29,-58,-57,-46,19
BR,Brazil,State of Pernambuco,,2020-04-17,-62,-19,-56,-52,-42,19
BR,Brazil,State of Pernambuco,,2020-04-18,-66,-22,-62,-50,-34,16
BR,Brazil,State of Pernambuco,,2020-04-19,-72,-32,-71,-59,-31,17
BR,Brazil,State of Pernambuco,,2020-04-20,-64,-22,-56,-55,-43,19
BR,Brazil,State of Pernambuco,,2020-04-21,-76,-44,-63,-67,-64,23
BR,Brazil,State of Pernambuco,,2020-04-22,-63,-25,-57,-54,-42,18
BR,Brazil,State of Pernambuco,,2020-04-23,-63,-24,-53,-54,-43,17
BR,Brazil,State of Pernambuco,,2020-04-24,-67,-30,-63,-57,-43,20
BR,Brazil,State of Pernambuco,,2020-04-25,-66,-21,-64,-52,-34,16
BR,Brazil,State of Pernambuco,,2020-04-26,-73,-32,-72,-61,-30,17
BR,Brazil,State of Pernambuco,,2020-04-27,-64,-26,-58,-56,-40,19
BR,Brazil,State of Pernambuco,,2020-04-28,-61,-22,-54,-52,-41,15
BR,Brazil,State of Pernambuco,,2020-04-29,-61,-22,-52,-52,-40,17
BR,Brazil,State of Pernambuco,,2020-04-30,-61,-12,-52,-50,-41,16
BR,Brazil,State of Pernambuco,,2020-05-01,-78,-41,-63,-67,-65,24
BR,Brazil,State of Pernambuco,,2020-05-02,-66,-11,-61,-49,-33,16
BR,Brazil,State of Pernambuco,,2020-05-03,-73,-24,-70,-57,-27,16
BR,Brazil,State of Pernambuco,,2020-05-04,-62,-13,-53,-50,-38,17
BR,Brazil,State of Pernambuco,,2020-05-05,-61,-13,-53,-50,-40,17
BR,Brazil,State of Pernambuco,,2020-05-06,-60,-9,-49,-46,-39,16
BR,Brazil,State of Pernambuco,,2020-05-07,-59,-5,-48,-46,-39,16
BR,Brazil,State of Piauí,,2020-02-15,-4,0,6,-9,3,1
BR,Brazil,State of Piauí,,2020-02-16,2,4,2,-10,1,2
BR,Brazil,State of Piauí,,2020-02-17,-7,-4,-10,-3,12,1
BR,Brazil,State of Piauí,,2020-02-18,-8,-6,-11,-4,11,2
BR,Brazil,State of Piauí,,2020-02-19,-4,-2,-9,-8,10,1
BR,Brazil,State of Piauí,,2020-02-20,-1,2,1,3,12,1
BR,Brazil,State of Piauí,,2020-02-21,-2,3,-11,13,10,1
BR,Brazil,State of Piauí,,2020-02-22,-12,6,3,5,-3,1
BR,Brazil,State of Piauí,,2020-02-23,-9,-2,19,-27,-2,1
BR,Brazil,State of Piauí,,2020-02-24,-36,-23,22,-42,-49,8
BR,Brazil,State of Piauí,,2020-02-25,-43,-57,29,-41,-60,8
BR,Brazil,State of Piauí,,2020-02-26,-29,-24,-3,-14,-34,6
BR,Brazil,State of Piauí,,2020-02-27,-14,-7,-8,-7,9,2
BR,Brazil,State of Piauí,,2020-02-28,-10,-2,-20,-14,12,3
BR,Brazil,State of Piauí,,2020-02-29,-8,-1,-19,-10,8,5
BR,Brazil,State of Piauí,,2020-03-01,-12,-1,-19,-9,1,6
BR,Brazil,State of Piauí,,2020-03-02,-11,-4,-18,-3,14,1
BR,Brazil,State of Piauí,,2020-03-03,-11,-5,-15,-6,13,1
BR,Brazil,State of Piauí,,2020-03-04,-11,-4,-14,-10,12,1
BR,Brazil,State of Piauí,,2020-03-05,-7,-4,-5,-6,13,1
BR,Brazil,State of Piauí,,2020-03-06,-1,0,-16,-1,16,0
BR,Brazil,State of Piauí,,2020-03-07,-5,-1,-19,-8,7,3
BR,Brazil,State of Piauí,,2020-03-08,6,3,-9,-13,3,3
BR,Brazil,State of Piauí,,2020-03-09,-11,-9,-16,-5,14,1
BR,Brazil,State of Piauí,,2020-03-10,-6,-4,-10,-4,14,0
BR,Brazil,State of Piauí,,2020-03-11,-7,-7,-10,-9,13,0
BR,Brazil,State of Piauí,,2020-03-12,-6,-9,-4,-7,14,0
BR,Brazil,State of Piauí,,2020-03-13,-12,-11,-26,-8,13,2
BR,Brazil,State of Piauí,,2020-03-14,-2,0,-16,-12,8,2
BR,Brazil,State of Piauí,,2020-03-15,-10,-3,-17,-16,2,4
BR,Brazil,State of Piauí,,2020-03-16,-19,-9,-25,-7,10,2
BR,Brazil,State of Piauí,,2020-03-17,-19,0,-20,-10,-1,4
BR,Brazil,State of Piauí,,2020-03-18,-25,-3,-20,-20,-8,7
BR,Brazil,State of Piauí,,2020-03-19,-36,-11,-24,-26,-15,9
BR,Brazil,State of Piauí,,2020-03-20,-50,-9,-44,-36,-24,13
BR,Brazil,State of Piauí,,2020-03-21,-67,-25,-52,-51,-30,15
BR,Brazil,State of Piauí,,2020-03-22,-74,-38,-56,-64,-32,16
BR,Brazil,State of Piauí,,2020-03-23,-74,-40,-51,-67,-51,21
BR,Brazil,State of Piauí,,2020-03-24,-77,-46,-51,-70,-58,22
BR,Brazil,State of Piauí,,2020-03-25,-77,-45,-49,-76,-59,23
BR,Brazil,State of Piauí,,2020-03-26,-75,-43,-40,-76,-56,22
BR,Brazil,State of Piauí,,2020-03-27,-75,-42,-51,-75,-53,25
BR,Brazil,State of Piauí,,2020-03-28,-74,-39,-50,-77,-43,21
BR,Brazil,State of Piauí,,2020-03-29,-71,-39,-49,-76,-27,18
BR,Brazil,State of Piauí,,2020-03-30,-70,-38,-46,-74,-49,22
BR,Brazil,State of Piauí,,2020-03-31,-67,-30,-44,-72,-48,20
BR,Brazil,State of Piauí,,2020-04-01,-66,-29,-40,-72,-47,20
BR,Brazil,State of Piauí,,2020-04-02,-64,-28,-35,-73,-47,20
BR,Brazil,State of Piauí,,2020-04-03,-68,-29,-46,-73,-45,22
BR,Brazil,State of Piauí,,2020-04-04,-69,-26,-46,-73,-37,19
BR,Brazil,State of Piauí,,2020-04-05,-69,-32,-48,-77,-26,17
BR,Brazil,State of Piauí,,2020-04-06,-64,-25,-39,-71,-44,20
BR,Brazil,State of Piauí,,2020-04-07,-63,-17,-33,-72,-44,18
BR,Brazil,State of Piauí,,2020-04-08,-63,-17,-30,-75,-45,18
BR,Brazil,State of Piauí,,2020-04-09,-67,-18,-23,-77,-53,18
BR,Brazil,State of Piauí,,2020-04-10,-85,-83,-43,-89,-72,25
BR,Brazil,State of Piauí,,2020-04-11,-72,-31,-42,-80,-46,18
BR,Brazil,State of Piauí,,2020-04-12,-69,-36,-46,-83,-25,14
BR,Brazil,State of Piauí,,2020-04-13,-64,-31,-43,-69,-42,20
BR,Brazil,State of Piauí,,2020-04-14,-64,-28,-39,-72,-43,20
BR,Brazil,State of Piauí,,2020-04-15,-63,-27,-36,-73,-43,20
BR,Brazil,State of Piauí,,2020-04-16,-64,-27,-32,-72,-42,20
BR,Brazil,State of Piauí,,2020-04-17,-69,-32,-44,-77,-48,23
BR,Brazil,State of Piauí,,2020-04-18,-69,-26,-48,-73,-33,18
BR,Brazil,State of Piauí,,2020-04-19,-70,-33,-48,-79,-21,16
BR,Brazil,State of Piauí,,2020-04-20,-63,-27,-40,-72,-42,19
BR,Brazil,State of Piauí,,2020-04-21,-76,-52,-44,-83,-61,24
BR,Brazil,State of Piauí,,2020-04-22,-63,-24,-37,-72,-40,18
BR,Brazil,State of Piauí,,2020-04-23,-65,-29,-35,-73,-41,19
BR,Brazil,State of Piauí,,2020-04-24,-66,-30,-45,-73,-39,21
BR,Brazil,State of Piauí,,2020-04-25,-69,-28,-47,-74,-31,18
BR,Brazil,State of Piauí,,2020-04-26,-69,-33,-47,-79,-19,16
BR,Brazil,State of Piauí,,2020-04-27,-65,-33,-42,-73,-38,20
BR,Brazil,State of Piauí,,2020-04-28,-63,-27,-37,-70,-39,17
BR,Brazil,State of Piauí,,2020-04-29,-63,-24,-33,-70,-39,19
BR,Brazil,State of Piauí,,2020-04-30,-63,-14,-29,-67,-38,18
BR,Brazil,State of Piauí,,2020-05-01,-77,-64,-46,-80,-61,25
BR,Brazil,State of Piauí,,2020-05-02,-69,-17,-43,-73,-29,18
BR,Brazil,State of Piauí,,2020-05-03,-72,-30,-46,-79,-18,16
BR,Brazil,State of Piauí,,2020-05-04,-64,-23,-38,-70,-35,19
BR,Brazil,State of Piauí,,2020-05-05,-63,-17,-34,-71,-37,19
BR,Brazil,State of Piauí,,2020-05-06,-62,-14,-29,-70,-37,19
BR,Brazil,State of Piauí,,2020-05-07,-62,-13,-26,-70,-36,19
BR,Brazil,State of Rio de Janeiro,,2020-02-15,7,6,4,13,6,-1
BR,Brazil,State of Rio de Janeiro,,2020-02-16,-4,-2,-14,6,-1,1
BR,Brazil,State of Rio de Janeiro,,2020-02-17,4,7,-13,13,20,-2
BR,Brazil,State of Rio de Janeiro,,2020-02-18,1,0,-4,12,15,-2
BR,Brazil,State of Rio de Janeiro,,2020-02-19,3,6,-6,12,14,-2
BR,Brazil,State of Rio de Janeiro,,2020-02-20,3,10,11,13,15,-3
BR,Brazil,State of Rio de Janeiro,,2020-02-21,5,14,5,8,2,1
BR,Brazil,State of Rio de Janeiro,,2020-02-22,-8,7,11,9,-10,1
BR,Brazil,State of Rio de Janeiro,,2020-02-23,8,11,53,23,-2,1
BR,Brazil,State of Rio de Janeiro,,2020-02-24,-18,-5,96,-27,-56,9
BR,Brazil,State of Rio de Janeiro,,2020-02-25,-29,-38,112,-33,-66,10
BR,Brazil,State of Rio de Janeiro,,2020-02-26,-26,-13,7,-32,-46,7
BR,Brazil,State of Rio de Janeiro,,2020-02-27,-18,-5,-27,-12,-7,5
BR,Brazil,State of Rio de Janeiro,,2020-02-28,-6,3,-26,-5,-3,5
BR,Brazil,State of Rio de Janeiro,,2020-02-29,-8,3,-29,-4,-1,4
BR,Brazil,State of Rio de Janeiro,,2020-03-01,-31,-16,-65,-22,-12,8
BR,Brazil,State of Rio de Janeiro,,2020-03-02,-14,0,-46,-3,13,3
BR,Brazil,State of Rio de Janeiro,,2020-03-03,-7,1,-29,5,13,1
BR,Brazil,State of Rio de Janeiro,,2020-03-04,-3,7,-27,6,14,0
BR,Brazil,State of Rio de Janeiro,,2020-03-05,0,7,-11,9,18,-1
BR,Brazil,State of Rio de Janeiro,,2020-03-06,14,13,-7,17,21,-2
BR,Brazil,State of Rio de Janeiro,,2020-03-07,10,12,-11,11,7,0
BR,Brazil,State of Rio de Janeiro,,2020-03-08,6,7,-10,6,2,1
BR,Brazil,State of Rio de Janeiro,,2020-03-09,5,9,-12,14,22,-2
BR,Brazil,State of Rio de Janeiro,,2020-03-10,1,3,-7,12,16,-1
BR,Brazil,State of Rio de Janeiro,,2020-03-11,1,5,-12,10,15,-1
BR,Brazil,State of Rio de Janeiro,,2020-03-12,-3,4,-4,9,17,-1
BR,Brazil,State of Rio de Janeiro,,2020-03-13,7,13,-5,13,19,-1
BR,Brazil,State of Rio de Janeiro,,2020-03-14,-7,11,-13,-3,3,2
BR,Brazil,State of Rio de Janeiro,,2020-03-15,-17,5,-17,-10,-2,3
BR,Brazil,State of Rio de Janeiro,,2020-03-16,-15,8,-25,-11,0,4
BR,Brazil,State of Rio de Janeiro,,2020-03-17,-31,1,-40,-26,-13,9
BR,Brazil,State of Rio de Janeiro,,2020-03-18,-38,1,-43,-34,-21,11
BR,Brazil,State of Rio de Janeiro,,2020-03-19,-46,-6,-45,-41,-26,14
BR,Brazil,State of Rio de Janeiro,,2020-03-20,-47,-5,-55,-43,-29,16
BR,Brazil,State of Rio de Janeiro,,2020-03-21,-67,-20,-76,-57,-37,18
BR,Brazil,State of Rio de Janeiro,,2020-03-22,-74,-29,-81,-62,-38,18
BR,Brazil,State of Rio de Janeiro,,2020-03-23,-63,-18,-66,-59,-46,20
BR,Brazil,State of Rio de Janeiro,,2020-03-24,-72,-34,-68,-65,-55,23
BR,Brazil,State of Rio de Janeiro,,2020-03-25,-71,-29,-66,-65,-55,23
BR,Brazil,State of Rio de Janeiro,,2020-03-26,-70,-29,-62,-65,-54,24
BR,Brazil,State of Rio de Janeiro,,2020-03-27,-65,-23,-61,-61,-50,24
BR,Brazil,State of Rio de Janeiro,,2020-03-28,-69,-26,-67,-59,-42,19
BR,Brazil,State of Rio de Janeiro,,2020-03-29,-72,-32,-74,-61,-37,17
BR,Brazil,State of Rio de Janeiro,,2020-03-30,-64,-25,-64,-60,-47,20
BR,Brazil,State of Rio de Janeiro,,2020-03-31,-64,-25,-61,-61,-50,21
BR,Brazil,State of Rio de Janeiro,,2020-04-01,-62,-17,-61,-60,-50,21
BR,Brazil,State of Rio de Janeiro,,2020-04-02,-63,-19,-59,-60,-49,22
BR,Brazil,State of Rio de Janeiro,,2020-04-03,-61,-14,-69,-56,-47,22
BR,Brazil,State of Rio de Janeiro,,2020-04-04,-64,-13,-73,-53,-38,17
BR,Brazil,State of Rio de Janeiro,,2020-04-05,-69,-24,-78,-57,-35,16
BR,Brazil,State of Rio de Janeiro,,2020-04-06,-57,-14,-67,-54,-44,19
BR,Brazil,State of Rio de Janeiro,,2020-04-07,-59,-14,-67,-55,-48,20
BR,Brazil,State of Rio de Janeiro,,2020-04-08,-59,-9,-72,-57,-49,20
BR,Brazil,State of Rio de Janeiro,,2020-04-09,-54,7,-64,-53,-47,19
BR,Brazil,State of Rio de Janeiro,,2020-04-10,-73,-27,-76,-70,-69,28
BR,Brazil,State of Rio de Janeiro,,2020-04-11,-63,-10,-77,-54,-40,18
BR,Brazil,State of Rio de Janeiro,,2020-04-12,-69,-21,-81,-56,-31,15
BR,Brazil,State of Rio de Janeiro,,2020-04-13,-58,-21,-68,-55,-43,19
BR,Brazil,State of Rio de Janeiro,,2020-04-14,-61,-25,-67,-57,-47,20
BR,Brazil,State of Rio de Janeiro,,2020-04-15,-59,-17,-67,-57,-47,20
BR,Brazil,State of Rio de Janeiro,,2020-04-16,-61,-19,-68,-58,-46,22
BR,Brazil,State of Rio de Janeiro,,2020-04-17,-58,-14,-70,-55,-44,22
BR,Brazil,State of Rio de Janeiro,,2020-04-18,-64,-18,-74,-53,-35,17
BR,Brazil,State of Rio de Janeiro,,2020-04-19,-70,-25,-77,-58,-32,16
BR,Brazil,State of Rio de Janeiro,,2020-04-20,-57,-15,-66,-55,-43,18
BR,Brazil,State of Rio de Janeiro,,2020-04-21,-74,-41,-67,-72,-68,25
BR,Brazil,State of Rio de Janeiro,,2020-04-22,-58,-12,-65,-55,-45,19
BR,Brazil,State of Rio de Janeiro,,2020-04-23,-73,-36,-67,-71,-64,25
BR,Brazil,State of Rio de Janeiro,,2020-04-24,-58,-15,-65,-55,-43,21
BR,Brazil,State of Rio de Janeiro,,2020-04-25,-64,-18,-70,-53,-34,17
BR,Brazil,State of Rio de Janeiro,,2020-04-26,-70,-26,-74,-58,-32,16
BR,Brazil,State of Rio de Janeiro,,2020-04-27,-59,-20,-67,-55,-41,19
BR,Brazil,State of Rio de Janeiro,,2020-04-28,-61,-23,-66,-57,-45,17
BR,Brazil,State of Rio de Janeiro,,2020-04-29,-60,-18,-66,-57,-45,20
BR,Brazil,State of Rio de Janeiro,,2020-04-30,-58,-6,-60,-54,-43,19
BR,Brazil,State of Rio de Janeiro,,2020-05-01,-74,-32,-68,-71,-67,27
BR,Brazil,State of Rio de Janeiro,,2020-05-02,-65,-13,-73,-54,-35,17
BR,Brazil,State of Rio de Janeiro,,2020-05-03,-73,-26,-82,-61,-33,17
BR,Brazil,State of Rio de Janeiro,,2020-05-04,-57,-10,-66,-53,-39,18
BR,Brazil,State of Rio de Janeiro,,2020-05-05,-58,-13,-63,-54,-43,19
BR,Brazil,State of Rio de Janeiro,,2020-05-06,-58,-7,-64,-53,-43,19
BR,Brazil,State of Rio de Janeiro,,2020-05-07,-62,-10,-70,-58,-45,21
BR,Brazil,State of Rio Grande do Norte,,2020-02-15,5,6,-14,-1,6,1
BR,Brazil,State of Rio Grande do Norte,,2020-02-16,-3,3,-24,-8,0,4
BR,Brazil,State of Rio Grande do Norte,,2020-02-17,3,2,-27,7,17,0
BR,Brazil,State of Rio Grande do Norte,,2020-02-18,-1,-1,-22,4,16,0
BR,Brazil,State of Rio Grande do Norte,,2020-02-19,-8,-8,-31,1,14,1
BR,Brazil,State of Rio Grande do Norte,,2020-02-20,1,3,-24,6,13,0
BR,Brazil,State of Rio Grande do Norte,,2020-02-21,4,10,9,12,16,-1
BR,Brazil,State of Rio Grande do Norte,,2020-02-22,-2,10,15,2,-6,-1
BR,Brazil,State of Rio Grande do Norte,,2020-02-23,-4,9,41,-5,-6,1
BR,Brazil,State of Rio Grande do Norte,,2020-02-24,-25,-48,111,-25,-60,7
BR,Brazil,State of Rio Grande do Norte,,2020-02-25,-26,-29,104,-24,-61,4
BR,Brazil,State of Rio Grande do Norte,,2020-02-26,-22,-18,4,-16,-34,3
BR,Brazil,State of Rio Grande do Norte,,2020-02-27,-10,-3,-23,2,11,1
BR,Brazil,State of Rio Grande do Norte,,2020-02-28,-7,-3,-25,-3,16,2
BR,Brazil,State of Rio Grande do Norte,,2020-02-29,-6,2,-32,-9,2,4
BR,Brazil,State of Rio Grande do Norte,,2020-03-01,-20,-1,-44,-22,-6,8
BR,Brazil,State of Rio Grande do Norte,,2020-03-02,-1,3,-29,2,18,0
BR,Brazil,State of Rio Grande do Norte,,2020-03-03,-3,3,-24,2,17,0
BR,Brazil,State of Rio Grande do Norte,,2020-03-04,-6,-3,-28,1,16,1
BR,Brazil,State of Rio Grande do Norte,,2020-03-05,-1,3,-18,3,16,0
BR,Brazil,State of Rio Grande do Norte,,2020-03-06,1,1,-19,1,20,0
BR,Brazil,State of Rio Grande do Norte,,2020-03-07,4,7,-27,-5,3,3
BR,Brazil,State of Rio Grande do Norte,,2020-03-08,2,9,-24,-9,1,5
BR,Brazil,State of Rio Grande do Norte,,2020-03-09,1,2,-25,3,19,0
BR,Brazil,State of Rio Grande do Norte,,2020-03-10,0,3,-19,1,17,0
BR,Brazil,State of Rio Grande do Norte,,2020-03-11,-5,-4,-23,0,16,0
BR,Brazil,State of Rio Grande do Norte,,2020-03-12,-12,-9,-33,-3,13,2
BR,Brazil,State of Rio Grande do Norte,,2020-03-13,-8,-6,-31,-5,16,2
BR,Brazil,State of Rio Grande do Norte,,2020-03-14,-1,4,-29,-8,3,3
BR,Brazil,State of Rio Grande do Norte,,2020-03-15,-15,3,-36,-17,-2,6
BR,Brazil,State of Rio Grande do Norte,,2020-03-16,-7,2,-33,-2,16,1
BR,Brazil,State of Rio Grande do Norte,,2020-03-17,-13,4,-26,-6,11,2
BR,Brazil,State of Rio Grande do Norte,,2020-03-18,-24,-3,-32,-17,-7,7
BR,Brazil,State of Rio Grande do Norte,,2020-03-19,-29,-5,-33,-22,-12,9
BR,Brazil,State of Rio Grande do Norte,,2020-03-20,-35,-6,-42,-28,-13,10
BR,Brazil,State of Rio Grande do Norte,,2020-03-21,-56,-11,-62,-41,-22,13
BR,Brazil,State of Rio Grande do Norte,,2020-03-22,-75,-33,-75,-61,-33,18
BR,Brazil,State of Rio Grande do Norte,,2020-03-23,-63,-31,-67,-53,-39,18
BR,Brazil,State of Rio Grande do Norte,,2020-03-24,-67,-36,-65,-58,-46,19
BR,Brazil,State of Rio Grande do Norte,,2020-03-25,-68,-37,-66,-59,-48,20
BR,Brazil,State of Rio Grande do Norte,,2020-03-26,-66,-33,-60,-59,-46,19
BR,Brazil,State of Rio Grande do Norte,,2020-03-27,-65,-32,-61,-57,-42,20
BR,Brazil,State of Rio Grande do Norte,,2020-03-28,-66,-31,-66,-58,-35,17
BR,Brazil,State of Rio Grande do Norte,,2020-03-29,-74,-36,-74,-66,-33,19
BR,Brazil,State of Rio Grande do Norte,,2020-03-30,-60,-29,-63,-58,-40,19
BR,Brazil,State of Rio Grande do Norte,,2020-03-31,-58,-23,-58,-57,-40,17
BR,Brazil,State of Rio Grande do Norte,,2020-04-01,-58,-23,-57,-56,-40,18
BR,Brazil,State of Rio Grande do Norte,,2020-04-02,-58,-22,-58,-55,-41,18
BR,Brazil,State of Rio Grande do Norte,,2020-04-03,-59,-21,-59,-53,-37,18
BR,Brazil,State of Rio Grande do Norte,,2020-04-04,-62,-20,-68,-56,-32,16
BR,Brazil,State of Rio Grande do Norte,,2020-04-05,-70,-30,-71,-64,-30,18
BR,Brazil,State of Rio Grande do Norte,,2020-04-06,-54,-16,-58,-52,-37,17
BR,Brazil,State of Rio Grande do Norte,,2020-04-07,-53,-12,-54,-52,-37,16
BR,Brazil,State of Rio Grande do Norte,,2020-04-08,-54,-13,-54,-50,-37,16
BR,Brazil,State of Rio Grande do Norte,,2020-04-09,-51,-2,-49,-49,-41,15
BR,Brazil,State of Rio Grande do Norte,,2020-04-10,-77,-47,-58,-67,-66,23
BR,Brazil,State of Rio Grande do Norte,,2020-04-11,-59,-17,-62,-56,-34,16
BR,Brazil,State of Rio Grande do Norte,,2020-04-12,-69,-33,-67,-63,-27,16
BR,Brazil,State of Rio Grande do Norte,,2020-04-13,-53,-20,-58,-52,-35,17
BR,Brazil,State of Rio Grande do Norte,,2020-04-14,-56,-22,-56,-54,-37,17
BR,Brazil,State of Rio Grande do Norte,,2020-04-15,-60,-25,-59,-57,-40,19
BR,Brazil,State of Rio Grande do Norte,,2020-04-16,-63,-20,-55,-56,-39,18
BR,Brazil,State of Rio Grande do Norte,,2020-04-17,-60,-16,-54,-51,-33,18
BR,Brazil,State of Rio Grande do Norte,,2020-04-18,-65,-20,-62,-54,-27,15
BR,Brazil,State of Rio Grande do Norte,,2020-04-19,-73,-37,-65,-62,-26,17
BR,Brazil,State of Rio Grande do Norte,,2020-04-20,-59,-15,-53,-52,-37,16
BR,Brazil,State of Rio Grande do Norte,,2020-04-21,-77,-54,-60,-70,-63,22
BR,Brazil,State of Rio Grande do Norte,,2020-04-22,-62,-20,-55,-53,-35,16
BR,Brazil,State of Rio Grande do Norte,,2020-04-23,-62,-22,-50,-52,-35,16
